frame_0	frame_1
crops/pi_b/20200807/112519	crops/pi_b/20200807/112525
crops/pi_b/20200807/102939	crops/pi_b/20200807/102933
crops/pi_c/20200801/092920	crops/pi_c/20200801/092930
crops/pi_b/20200811/085405	crops/pi_b/20200811/085409
crops/pi_b/20200811/103435	crops/pi_b/20200811/103440
crops/pi_b/20200807/114348	crops/pi_b/20200807/114343
crops/pi_b/20200807/100018	crops/pi_b/20200807/100023
crops/pi_b/20200811/082323	crops/pi_b/20200811/082327
crops/pi_a/20200802/094935	crops/pi_a/20200802/094924
crops/pi_a/20200802/104903	crops/pi_a/20200802/104852
crops/pi_b/20200807/111435	crops/pi_b/20200807/111441
crops/pi_b/20200802/100406	crops/pi_b/20200802/100355
crops/pi_b/20200802/095534	crops/pi_b/20200802/095545
crops/pi_b/20200811/080205	crops/pi_b/20200811/080210
crops/pi_b/20200807/093848	crops/pi_b/20200807/093853
crops/pi_b/20200811/083207	crops/pi_b/20200811/083201
crops/pi_b/20200802/093030	crops/pi_b/20200802/093041
crops/pi_a/20200802/092930	crops/pi_a/20200802/092919
crops/pi_c/20200801/093950	crops/pi_c/20200801/094000
crops/pi_b/20200811/124031	crops/pi_b/20200811/124036
crops/pi_b/20200802/092957	crops/pi_b/20200802/093008
crops/pi_b/20200811/122448	crops/pi_b/20200811/122444
crops/pi_b/20200807/113328	crops/pi_b/20200807/113323
crops/pi_b/20200811/084845	crops/pi_b/20200811/084851
crops/pi_b/20200811/081345	crops/pi_b/20200811/081341
crops/pi_b/20200807/111604	crops/pi_b/20200807/111600
crops/pi_c/20200729/105310	crops/pi_c/20200729/105300
crops/pi_b/20200807/082418	crops/pi_b/20200807/082413
crops/pi_b/20200807/082356	crops/pi_b/20200807/082402
crops/pi_a/20200802/103718	crops/pi_a/20200802/103708
crops/pi_b/20200802/095312	crops/pi_b/20200802/095323
crops/pi_b/20200807/112425	crops/pi_b/20200807/112429
crops/pi_b/20200802/084011	crops/pi_b/20200802/084022
crops/pi_b/20200811/104747	crops/pi_b/20200811/104742
crops/pi_c/20200801/100630	crops/pi_c/20200801/100620
crops/pi_b/20200801/094509	crops/pi_b/20200801/094520
crops/pi_b/20200811/082318	crops/pi_b/20200811/082323
crops/pi_b/20200811/122711	crops/pi_b/20200811/122715
crops/pi_b/20200807/091849	crops/pi_b/20200807/091844
crops/pi_b/20200811/122642	crops/pi_b/20200811/122646
crops/pi_a/20200802/101610	crops/pi_a/20200802/101620
crops/pi_b/20200802/082801	crops/pi_b/20200802/082750
crops/pi_b/20200811/083654	crops/pi_b/20200811/083658
crops/pi_b/20200807/082724	crops/pi_b/20200807/082719
crops/pi_a/20200802/092625	crops/pi_a/20200802/092635
crops/pi_c/20200801/100340	crops/pi_c/20200801/100330
crops/pi_a/20200802/104914	crops/pi_a/20200802/104924
crops/pi_b/20200802/083600	crops/pi_b/20200802/083611
crops/pi_a/20200802/093202	crops/pi_a/20200802/093213
crops/pi_b/20200807/112217	crops/pi_b/20200807/112221
crops/pi_a/20200802/093528	crops/pi_a/20200802/093539
crops/pi_b/20200807/090506	crops/pi_b/20200807/090511
crops/pi_b/20200811/122918	crops/pi_b/20200811/122923
crops/pi_a/20200802/094641	crops/pi_a/20200802/094652
crops/pi_b/20200807/090408	crops/pi_b/20200807/090402
crops/pi_b/20200801/101613	crops/pi_b/20200801/101602
crops/pi_b/20200802/094557	crops/pi_b/20200802/094546
crops/pi_a/20200802/094032	crops/pi_a/20200802/094043
crops/pi_b/20200807/080129	crops/pi_b/20200807/080133
crops/pi_b/20200807/112131	crops/pi_b/20200807/112136
crops/pi_b/20200811/114704	crops/pi_b/20200811/114709
crops/pi_b/20200811/122529	crops/pi_b/20200811/122524
crops/pi_a/20200802/095207	crops/pi_a/20200802/095157
crops/pi_b/20200807/114420	crops/pi_b/20200807/114425
crops/pi_b/20200802/083833	crops/pi_b/20200802/083822
crops/pi_b/20200802/101943	crops/pi_b/20200802/101954
crops/pi_b/20200807/114357	crops/pi_b/20200807/114352
crops/pi_b/20200807/112158	crops/pi_b/20200807/112203
crops/pi_b/20200802/090421	crops/pi_b/20200802/090410
crops/pi_b/20200811/082108	crops/pi_b/20200811/082113
crops/pi_b/20200811/075030	crops/pi_b/20200811/075035
crops/pi_b/20200807/112325	crops/pi_b/20200807/112330
crops/pi_b/20200802/094124	crops/pi_b/20200802/094113
crops/pi_c/20200801/093520	crops/pi_c/20200801/093530
crops/pi_b/20200806/095601	crops/pi_b/20200806/095606
crops/pi_b/20200801/093837	crops/pi_b/20200801/093848
crops/pi_b/20200802/093641	crops/pi_b/20200802/093652
crops/pi_b/20200802/095712	crops/pi_b/20200802/095701
crops/pi_b/20200802/084843	crops/pi_b/20200802/084832
crops/pi_c/20200801/101720	crops/pi_c/20200801/101730
crops/pi_c/20200801/092710	crops/pi_c/20200801/092720
crops/pi_b/20200806/101504	crops/pi_b/20200806/101459
crops/pi_b/20200811/074745	crops/pi_b/20200811/074740
crops/pi_a/20200802/101957	crops/pi_a/20200802/102008
crops/pi_c/20180927/082732	crops/pi_c/20180927/082743
crops/pi_b/20200807/085831	crops/pi_b/20200807/085827
crops/pi_b/20200811/114452	crops/pi_b/20200811/114457
crops/pi_b/20200811/082350	crops/pi_b/20200811/082347
crops/pi_b/20200807/090731	crops/pi_b/20200807/090735
crops/pi_b/20200807/081249	crops/pi_b/20200807/081245
crops/pi_b/20200807/081954	crops/pi_b/20200807/081949
crops/pi_b/20200802/100301	crops/pi_b/20200802/100250
crops/pi_c/20200801/093810	crops/pi_c/20200801/093820
crops/pi_a/20200802/093035	crops/pi_a/20200802/093046
crops/pi_c/20200801/093610	crops/pi_c/20200801/093620
crops/pi_b/20200807/082733	crops/pi_b/20200807/082729
crops/pi_a/20200802/101642	crops/pi_a/20200802/101653
crops/pi_b/20200811/080851	crops/pi_b/20200811/080857
crops/pi_b/20200806/102046	crops/pi_b/20200806/102052
crops/pi_b/20200807/114516	crops/pi_b/20200807/114520
crops/pi_a/20200802/103613	crops/pi_a/20200802/103624
crops/pi_b/20200807/111700	crops/pi_b/20200807/111655
crops/pi_b/20200802/100733	crops/pi_b/20200802/100744
crops/pi_c/20180927/151522	crops/pi_c/20180927/151533
crops/pi_b/20200807/094059	crops/pi_b/20200807/094104
crops/pi_b/20200807/091751	crops/pi_b/20200807/091756
crops/pi_b/20200802/094041	crops/pi_b/20200802/094051
crops/pi_b/20200811/085634	crops/pi_b/20200811/085640
crops/pi_a/20200802/093129	crops/pi_a/20200802/093118
crops/pi_b/20200806/102523	crops/pi_b/20200806/102528
crops/pi_b/20200806/082135	crops/pi_b/20200806/082141
crops/pi_b/20200802/090115	crops/pi_b/20200802/090126
crops/pi_c/20200801/092650	crops/pi_c/20200801/092700
crops/pi_b/20200811/121016	crops/pi_b/20200811/121020
crops/pi_b/20200801/100003	crops/pi_b/20200801/100014
crops/pi_b/20200811/075606	crops/pi_b/20200811/075611
crops/pi_b/20200807/082334	crops/pi_b/20200807/082338
crops/pi_b/20200807/112946	crops/pi_b/20200807/112951
crops/pi_b/20200807/080239	crops/pi_b/20200807/080244
crops/pi_b/20200807/111835	crops/pi_b/20200807/111841
crops/pi_b/20200807/112114	crops/pi_b/20200807/112109
crops/pi_b/20200807/080119	crops/pi_b/20200807/080124
crops/pi_c/20200801/093650	crops/pi_c/20200801/093640
crops/pi_b/20200807/114430	crops/pi_b/20200807/114434
crops/pi_b/20200811/122651	crops/pi_b/20200811/122656
crops/pi_b/20200811/085207	crops/pi_b/20200811/085202
crops/pi_b/20200811/085224	crops/pi_b/20200811/085229
crops/pi_b/20200802/100101	crops/pi_b/20200802/100112
crops/pi_b/20200807/112217	crops/pi_b/20200807/112213
crops/pi_b/20200802/092009	crops/pi_b/20200802/092020
crops/pi_b/20200811/085514	crops/pi_b/20200811/085510
crops/pi_b/20200811/082001	crops/pi_b/20200811/082006
crops/pi_a/20200802/091310	crops/pi_a/20200802/091259
crops/pi_b/20200806/102227	crops/pi_b/20200806/102232
crops/pi_b/20200811/123844	crops/pi_b/20200811/123838
crops/pi_b/20200807/081615	crops/pi_b/20200807/081621
crops/pi_b/20200807/112414	crops/pi_b/20200807/112409
crops/pi_b/20200811/075039	crops/pi_b/20200811/075043
crops/pi_c/20200801/092850	crops/pi_c/20200801/092900
crops/pi_a/20200802/092625	crops/pi_a/20200802/092614
crops/pi_b/20200807/101340	crops/pi_b/20200807/101344
crops/pi_c/20180927/082606	crops/pi_c/20180927/082617
crops/pi_b/20200807/081801	crops/pi_b/20200807/081806
crops/pi_c/20200801/092610	crops/pi_c/20200801/092600
crops/pi_b/20200811/075723	crops/pi_b/20200811/075719
crops/pi_b/20200802/100101	crops/pi_b/20200802/100050
crops/pi_b/20200811/090514	crops/pi_b/20200811/090519
crops/pi_b/20200807/114406	crops/pi_b/20200807/114401
crops/pi_b/20200801/093156	crops/pi_b/20200801/093145
crops/pi_a/20200802/094431	crops/pi_a/20200802/094420
crops/pi_b/20200802/101733	crops/pi_b/20200802/101744
crops/pi_b/20200806/101911	crops/pi_b/20200806/101915
crops/pi_b/20200807/080205	crops/pi_b/20200807/080210
crops/pi_b/20200802/093830	crops/pi_b/20200802/093819
crops/pi_b/20200802/100955	crops/pi_b/20200802/100944
crops/pi_b/20200802/101711	crops/pi_b/20200802/101722
crops/pi_c/20200801/093240	crops/pi_c/20200801/093230
crops/pi_b/20200811/121551	crops/pi_b/20200811/121557
crops/pi_b/20200807/111121	crops/pi_b/20200807/111127
crops/pi_a/20200802/103110	crops/pi_a/20200802/103121
crops/pi_b/20200807/100257	crops/pi_b/20200807/100301
crops/pi_b/20200811/123849	crops/pi_b/20200811/123844
crops/pi_b/20200811/102649	crops/pi_b/20200811/102653
crops/pi_b/20200811/114654	crops/pi_b/20200811/114659
crops/pi_c/20180927/163420	crops/pi_c/20180927/163431
crops/pi_a/20200802/095135	crops/pi_a/20200802/095146
crops/pi_b/20200807/080138	crops/pi_b/20200807/080144
crops/pi_b/20200811/075347	crops/pi_b/20200811/075343
crops/pi_b/20200802/093346	crops/pi_b/20200802/093357
crops/pi_b/20200802/094030	crops/pi_b/20200802/094041
crops/pi_b/20200802/085959	crops/pi_b/20200802/090010
crops/pi_b/20200802/082539	crops/pi_b/20200802/082550
crops/pi_c/20200801/093010	crops/pi_c/20200801/093020
crops/pi_b/20200807/111411	crops/pi_b/20200807/111416
crops/pi_b/20200811/110448	crops/pi_b/20200811/110453
crops/pi_b/20200806/082430	crops/pi_b/20200806/082436
crops/pi_b/20200802/090210	crops/pi_b/20200802/090159
crops/pi_b/20200802/082801	crops/pi_b/20200802/082812
crops/pi_b/20200807/083332	crops/pi_b/20200807/083337
crops/pi_b/20200806/102432	crops/pi_b/20200806/102437
crops/pi_b/20200807/075705	crops/pi_b/20200807/075701
crops/pi_b/20200807/112613	crops/pi_b/20200807/112607
crops/pi_b/20200807/112419	crops/pi_b/20200807/112414
crops/pi_b/20200807/080403	crops/pi_b/20200807/080358
crops/pi_b/20200806/111200	crops/pi_b/20200806/111156
crops/pi_b/20200807/075639	crops/pi_b/20200807/075633
crops/pi_b/20200811/075636	crops/pi_b/20200811/075631
crops/pi_b/20200811/082238	crops/pi_b/20200811/082233
crops/pi_b/20200802/093314	crops/pi_b/20200802/093325
crops/pi_b/20200811/075333	crops/pi_b/20200811/075338
crops/pi_b/20200807/114844	crops/pi_b/20200807/114848
crops/pi_b/20200811/075207	crops/pi_b/20200811/075212
crops/pi_b/20200807/085300	crops/pi_b/20200807/085304
crops/pi_b/20200811/081411	crops/pi_b/20200811/081416
crops/pi_b/20200802/085726	crops/pi_b/20200802/085737
crops/pi_b/20200811/080314	crops/pi_b/20200811/080319
crops/pi_b/20200802/083033	crops/pi_b/20200802/083044
crops/pi_b/20200806/111334	crops/pi_b/20200806/111339
crops/pi_b/20200811/122706	crops/pi_b/20200811/122711
crops/pi_b/20200811/081407	crops/pi_b/20200811/081411
crops/pi_b/20200802/094629	crops/pi_b/20200802/094640
crops/pi_b/20200806/082318	crops/pi_b/20200806/082324
crops/pi_b/20200807/114755	crops/pi_b/20200807/114749
crops/pi_b/20200801/093920	crops/pi_b/20200801/093909
crops/pi_a/20200802/092131	crops/pi_a/20200802/092120
crops/pi_b/20200802/091725	crops/pi_b/20200802/091715
crops/pi_b/20200806/104828	crops/pi_b/20200806/104824
crops/pi_b/20200807/112936	crops/pi_b/20200807/112942
crops/pi_b/20200811/083712	crops/pi_b/20200811/083717
crops/pi_b/20200807/112438	crops/pi_b/20200807/112433
crops/pi_b/20200802/100050	crops/pi_b/20200802/100039
crops/pi_b/20200807/114329	crops/pi_b/20200807/114323
crops/pi_b/20200811/080300	crops/pi_b/20200811/080256
crops/pi_a/20200802/102345	crops/pi_a/20200802/102356
crops/pi_c/20180927/155147	crops/pi_c/20180927/155158
crops/pi_c/20200801/093540	crops/pi_c/20200801/093530
crops/pi_a/20200802/095556	crops/pi_a/20200802/095607
crops/pi_a/20200802/093927	crops/pi_a/20200802/093938
crops/pi_b/20200802/091642	crops/pi_b/20200802/091653
crops/pi_b/20200802/100439	crops/pi_b/20200802/100428
crops/pi_c/20180927/144610	crops/pi_c/20180927/144559
crops/pi_b/20200807/082714	crops/pi_b/20200807/082719
crops/pi_b/20200806/102110	crops/pi_b/20200806/102114
crops/pi_b/20200811/123032	crops/pi_b/20200811/123028
crops/pi_b/20200807/091849	crops/pi_b/20200807/091854
crops/pi_b/20200807/081337	crops/pi_b/20200807/081342
crops/pi_a/20200802/103802	crops/pi_a/20200802/103751
crops/pi_b/20200802/094157	crops/pi_b/20200802/094208
crops/pi_b/20200811/082054	crops/pi_b/20200811/082058
crops/pi_b/20200811/122956	crops/pi_b/20200811/123002
crops/pi_b/20200811/075203	crops/pi_b/20200811/075207
crops/pi_b/20200811/114715	crops/pi_b/20200811/114719
crops/pi_b/20200811/081420	crops/pi_b/20200811/081416
crops/pi_b/20200807/090155	crops/pi_b/20200807/090200
crops/pi_b/20200811/114620	crops/pi_b/20200811/114625
crops/pi_c/20180927/161430	crops/pi_c/20180927/161441
crops/pi_b/20200807/081600	crops/pi_b/20200807/081555
crops/pi_b/20200807/082438	crops/pi_b/20200807/082443
crops/pi_a/20200802/091005	crops/pi_a/20200802/091016
crops/pi_b/20200807/113153	crops/pi_b/20200807/113158
crops/pi_b/20200807/082312	crops/pi_b/20200807/082307
crops/pi_b/20200802/094513	crops/pi_b/20200802/094502
crops/pi_b/20200811/122928	crops/pi_b/20200811/122933
crops/pi_b/20200807/114520	crops/pi_b/20200807/114525
crops/pi_b/20200802/095839	crops/pi_b/20200802/095850
crops/pi_b/20200802/083949	crops/pi_b/20200802/083938
crops/pi_b/20200807/081945	crops/pi_b/20200807/081949
crops/pi_b/20200807/113034	crops/pi_b/20200807/113038
crops/pi_b/20200807/090520	crops/pi_b/20200807/090516
crops/pi_b/20200807/113258	crops/pi_b/20200807/113303
crops/pi_b/20200807/082655	crops/pi_b/20200807/082649
crops/pi_b/20200811/085909	crops/pi_b/20200811/085913
crops/pi_b/20200807/082244	crops/pi_b/20200807/082239
crops/pi_b/20200802/083644	crops/pi_b/20200802/083655
crops/pi_b/20200807/083408	crops/pi_b/20200807/083412
crops/pi_b/20200807/090631	crops/pi_b/20200807/090635
crops/pi_a/20200802/102135	crops/pi_a/20200802/102146
crops/pi_b/20200811/074546	crops/pi_b/20200811/074536
crops/pi_b/20200807/111738	crops/pi_b/20200807/111734
crops/pi_b/20200802/100301	crops/pi_b/20200802/100312
crops/pi_a/20200802/091154	crops/pi_a/20200802/091205
crops/pi_b/20200811/074832	crops/pi_b/20200811/074837
crops/pi_a/20200802/095440	crops/pi_a/20200802/095429
crops/pi_b/20200806/115619	crops/pi_b/20200806/115623
crops/pi_b/20200802/095723	crops/pi_b/20200802/095734
crops/pi_b/20200807/112455	crops/pi_b/20200807/112500
crops/pi_b/20200802/082107	crops/pi_b/20200802/082117
crops/pi_b/20200811/090229	crops/pi_b/20200811/090235
crops/pi_b/20200811/074842	crops/pi_b/20200811/074837
crops/pi_b/20200811/122834	crops/pi_b/20200811/122839
crops/pi_b/20200807/100023	crops/pi_b/20200807/100028
crops/pi_b/20200811/074759	crops/pi_b/20200811/074804
crops/pi_b/20200801/094447	crops/pi_b/20200801/094458
crops/pi_a/20200802/094935	crops/pi_a/20200802/094946
crops/pi_b/20200811/122352	crops/pi_b/20200811/122347
crops/pi_c/20200729/121240	crops/pi_c/20200729/121250
crops/pi_b/20200807/075710	crops/pi_b/20200807/075716
crops/pi_b/20200811/121637	crops/pi_b/20200811/121642
crops/pi_a/20200802/094159	crops/pi_a/20200802/094148
crops/pi_b/20200807/090726	crops/pi_b/20200807/090731
crops/pi_b/20200807/112942	crops/pi_b/20200807/112946
crops/pi_b/20200811/090151	crops/pi_b/20200811/090157
crops/pi_b/20200807/105840	crops/pi_b/20200807/105836
crops/pi_b/20200807/081123	crops/pi_b/20200807/081128
crops/pi_c/20200801/094220	crops/pi_c/20200801/094230
crops/pi_b/20200807/081031	crops/pi_b/20200807/081036
crops/pi_b/20200807/090554	crops/pi_b/20200807/090558
crops/pi_b/20200807/112923	crops/pi_b/20200807/112918
crops/pi_b/20200802/095945	crops/pi_b/20200802/095956
crops/pi_a/20200802/093843	crops/pi_a/20200802/093854
crops/pi_b/20200806/082752	crops/pi_b/20200806/082756
crops/pi_b/20200806/095611	crops/pi_b/20200806/095606
crops/pi_b/20200807/082507	crops/pi_b/20200807/082513
crops/pi_b/20200807/105023	crops/pi_b/20200807/105027
crops/pi_b/20200811/080902	crops/pi_b/20200811/080907
crops/pi_b/20200802/100450	crops/pi_b/20200802/100501
crops/pi_b/20200806/082742	crops/pi_b/20200806/082747
crops/pi_b/20200811/081948	crops/pi_b/20200811/081953
crops/pi_a/20200802/094957	crops/pi_a/20200802/095008
crops/pi_b/20200807/112404	crops/pi_b/20200807/112409
crops/pi_b/20200801/094331	crops/pi_b/20200801/094342
crops/pi_b/20200802/093325	crops/pi_b/20200802/093335
crops/pi_c/20200801/092400	crops/pi_c/20200801/092350
crops/pi_b/20200806/111304	crops/pi_b/20200806/111309
crops/pi_b/20200807/113748	crops/pi_b/20200807/113753
crops/pi_b/20200807/090755	crops/pi_b/20200807/090800
crops/pi_b/20200802/094902	crops/pi_b/20200802/094913
crops/pi_a/20200802/093949	crops/pi_a/20200802/093938
crops/pi_b/20200807/113757	crops/pi_b/20200807/113801
crops/pi_b/20200802/094724	crops/pi_b/20200802/094735
crops/pi_b/20200802/093546	crops/pi_b/20200802/093557
crops/pi_b/20200806/102154	crops/pi_b/20200806/102159
crops/pi_b/20200802/092914	crops/pi_b/20200802/092925
crops/pi_c/20200801/092940	crops/pi_c/20200801/092930
crops/pi_b/20200807/111136	crops/pi_b/20200807/111132
crops/pi_b/20200801/093102	crops/pi_b/20200801/093113
crops/pi_b/20200806/111347	crops/pi_b/20200806/111343
crops/pi_b/20200802/101910	crops/pi_b/20200802/101921
crops/pi_b/20200807/111441	crops/pi_b/20200807/111445
crops/pi_a/20200802/095124	crops/pi_a/20200802/095113
crops/pi_b/20200807/111743	crops/pi_b/20200807/111747
crops/pi_b/20200807/082635	crops/pi_b/20200807/082630
crops/pi_a/20200802/095251	crops/pi_a/20200802/095240
crops/pi_b/20200802/083949	crops/pi_b/20200802/084000
crops/pi_b/20200811/074508	crops/pi_b/20200811/074503
crops/pi_b/20200802/091736	crops/pi_b/20200802/091747
crops/pi_b/20200807/111925	crops/pi_b/20200807/111930
crops/pi_a/20200802/094808	crops/pi_a/20200802/094757
crops/pi_b/20200802/091820	crops/pi_b/20200802/091831
crops/pi_b/20200811/123144	crops/pi_b/20200811/123140
crops/pi_c/20180927/164918	crops/pi_c/20180927/164929
crops/pi_a/20200802/092603	crops/pi_a/20200802/092614
crops/pi_b/20200807/114902	crops/pi_b/20200807/114908
crops/pi_b/20200811/075155	crops/pi_b/20200811/075159
crops/pi_c/20200729/105150	crops/pi_c/20200729/105140
crops/pi_b/20200807/075730	crops/pi_b/20200807/075725
crops/pi_b/20200802/084905	crops/pi_b/20200802/084916
crops/pi_b/20200807/091159	crops/pi_b/20200807/091205
crops/pi_a/20200802/091721	crops/pi_a/20200802/091732
crops/pi_a/20200802/095418	crops/pi_a/20200802/095429
crops/pi_b/20200807/080353	crops/pi_b/20200807/080348
crops/pi_c/20180927/082009	crops/pi_c/20180927/082020
crops/pi_a/20200802/104348	crops/pi_a/20200802/104359
crops/pi_a/20200802/095943	crops/pi_a/20200802/095954
crops/pi_b/20200806/114249	crops/pi_b/20200806/114253
crops/pi_c/20200801/092900	crops/pi_c/20200801/092910
crops/pi_b/20200811/085545	crops/pi_b/20200811/085540
crops/pi_b/20200807/075903	crops/pi_b/20200807/075908
crops/pi_b/20200802/100944	crops/pi_b/20200802/100933
crops/pi_b/20200807/094501	crops/pi_b/20200807/094506
crops/pi_b/20200802/101932	crops/pi_b/20200802/101943
crops/pi_b/20200807/081240	crops/pi_b/20200807/081245
crops/pi_b/20200807/080225	crops/pi_b/20200807/080231
crops/pi_c/20200801/095950	crops/pi_c/20200801/100000
crops/pi_b/20200801/093942	crops/pi_b/20200801/093931
crops/pi_b/20200802/081951	crops/pi_b/20200802/082001
crops/pi_c/20200801/095510	crops/pi_c/20200801/095500
crops/pi_b/20200802/085843	crops/pi_b/20200802/085832
crops/pi_b/20200801/093156	crops/pi_b/20200801/093207
crops/pi_b/20200807/082217	crops/pi_b/20200807/082222
crops/pi_a/20200802/092447	crops/pi_a/20200802/092458
crops/pi_b/20200811/110512	crops/pi_b/20200811/110506
crops/pi_b/20200807/082352	crops/pi_b/20200807/082356
crops/pi_b/20200811/121950	crops/pi_b/20200811/121955
crops/pi_c/20180927/151312	crops/pi_c/20180927/151323
crops/pi_b/20200802/093219	crops/pi_b/20200802/093230
crops/pi_b/20200807/081455	crops/pi_b/20200807/081450
crops/pi_b/20200807/111935	crops/pi_b/20200807/111930
crops/pi_b/20200806/104838	crops/pi_b/20200806/104843
crops/pi_a/20200802/102041	crops/pi_a/20200802/102052
crops/pi_b/20200807/104913	crops/pi_b/20200807/104918
crops/pi_b/20200802/085654	crops/pi_b/20200802/085643
crops/pi_b/20200811/122913	crops/pi_b/20200811/122918
crops/pi_b/20200811/085554	crops/pi_b/20200811/085550
crops/pi_b/20200802/102131	crops/pi_b/20200802/102142
crops/pi_b/20200811/114827	crops/pi_b/20200811/114832
crops/pi_a/20200802/102418	crops/pi_a/20200802/102407
crops/pi_a/20200802/104935	crops/pi_a/20200802/104924
crops/pi_b/20200811/080419	crops/pi_b/20200811/080424
crops/pi_a/20200802/092552	crops/pi_a/20200802/092603
crops/pi_a/20200802/102345	crops/pi_a/20200802/102334
crops/pi_b/20200811/122434	crops/pi_b/20200811/122429
crops/pi_b/20200811/080329	crops/pi_b/20200811/080334
crops/pi_b/20200807/082228	crops/pi_b/20200807/082233
crops/pi_b/20200802/085000	crops/pi_b/20200802/084949
crops/pi_b/20200807/112825	crops/pi_b/20200807/112830
crops/pi_b/20200807/075933	crops/pi_b/20200807/075939
crops/pi_b/20200806/102232	crops/pi_b/20200806/102237
crops/pi_b/20200807/084943	crops/pi_b/20200807/084949
crops/pi_b/20200802/101006	crops/pi_b/20200802/101017
crops/pi_b/20200807/075705	crops/pi_b/20200807/075710
crops/pi_b/20200807/085205	crops/pi_b/20200807/085211
crops/pi_b/20200811/103856	crops/pi_b/20200811/103901
crops/pi_b/20200807/114502	crops/pi_b/20200807/114457
crops/pi_a/20200802/103552	crops/pi_a/20200802/103541
crops/pi_a/20200802/095102	crops/pi_a/20200802/095113
crops/pi_b/20200806/104943	crops/pi_b/20200806/104938
crops/pi_b/20200802/082906	crops/pi_b/20200802/082917
crops/pi_b/20200807/113057	crops/pi_b/20200807/113101
crops/pi_b/20200806/102119	crops/pi_b/20200806/102114
crops/pi_a/20200802/102008	crops/pi_a/20200802/102019
crops/pi_a/20200802/102041	crops/pi_a/20200802/102030
crops/pi_b/20200802/095418	crops/pi_b/20200802/095429
crops/pi_a/20200802/103436	crops/pi_a/20200802/103425
crops/pi_b/20200811/085957	crops/pi_b/20200811/085953
crops/pi_a/20200802/100425	crops/pi_a/20200802/100436
crops/pi_b/20200802/093157	crops/pi_b/20200802/093208
crops/pi_b/20200811/112202	crops/pi_b/20200811/112157
crops/pi_b/20200811/085405	crops/pi_b/20200811/085400
crops/pi_b/20200811/082318	crops/pi_b/20200811/082313
crops/pi_a/20200802/095911	crops/pi_a/20200802/095922
crops/pi_a/20200802/100458	crops/pi_a/20200802/100447
crops/pi_b/20200807/083408	crops/pi_b/20200807/083403
crops/pi_a/20200802/100730	crops/pi_a/20200802/100740
crops/pi_b/20200811/121712	crops/pi_b/20200811/121717
crops/pi_a/20200802/100541	crops/pi_a/20200802/100552
crops/pi_b/20200806/082130	crops/pi_b/20200806/082135
crops/pi_b/20200807/082056	crops/pi_b/20200807/082101
crops/pi_b/20200802/095723	crops/pi_b/20200802/095712
crops/pi_b/20200802/092925	crops/pi_b/20200802/092936
crops/pi_b/20200811/083033	crops/pi_b/20200811/083028
crops/pi_b/20200811/122720	crops/pi_b/20200811/122715
crops/pi_b/20200807/114632	crops/pi_b/20200807/114627
crops/pi_b/20200807/081505	crops/pi_b/20200807/081509
crops/pi_b/20200811/080245	crops/pi_b/20200811/080250
crops/pi_b/20200807/075933	crops/pi_b/20200807/075927
